caption,label
Bạn bè nâng ly bia trên nóc nhà lúc hoàng hôn,1
Nam chính uống rượu trong bồn tắm để thể hiện đẳng cấp,1
Nam chính tung cú đá xoay vào bụng đối thủ trong cửa hàng,1
Người phụ nữ tạo dáng nằm cạnh xe hơi sang,1
Khách hàng thử sản phẩm mới tại quầy trưng bày,0
Người dẫn chương trình nói rằng vòng bùa này sẽ xua đuổi xui rủi,1
Người dẫn chương trình giới thiệu vòng đá thiêng ban phước,1
Người đàn ông cầm bùa đỏ và nói 'mang lại vận may',1
Cô gái mặc váy ngắn nhảy múa trong phòng karaoke,1
Người đàn ông cởi trần khoe hình xăm trong gương,1
Gia đình cùng nhau ăn sáng và nói chuyện vui vẻ,0
Logo thương hiệu bia xuất hiện cạnh cảnh mọi người vừa uống vừa lái mô tô,1
Nhân vật chính hét vào mặt camera với giọng dữ dội,1
Người đàn ông sửa bóng đèn trong nhà,0
Quảng cáo quay cảnh tiệc hồ bơi với gái xinh cầm bia trên tay,1
Quảng cáo mô tả cảnh hai người đập bể chai thủy tinh rồi cười khoái chí,1
Nam diễn viên húc vai người khác khi bước qua,1
Người mẫu uốn người cạnh hồ bơi trong ánh nắng,1
Nam ca sĩ vừa hát vừa uống bia trên sân khấu,1
Nam chính hất ly nước vào mặt người khác,1
Người đàn ông chắp tay khấn trước tượng phật rồi quay sang giới thiệu sản phẩm,1
Clip quay bàn lễ cúng giữa đêm ngoài sân nhà,1
Người mẫu nữ nằm nghiêng với ánh nhìn mời gọi,1
Nam người mẫu cởi trần trong phòng gym để khoe cơ,1
Quảng cáo tuyên bố thuốc giúp mọc tóc ngay tức thì,1
Người phụ nữ kéo dây áo xuống và nhìn vào camera,1
Cô gái nhắm mắt khẽ mỉm cười trong tư thế khiêu gợi,1
Người mẹ ôm con nhỏ trong công viên,0
Người đàn ông khui bia trên sân thượng giữa đêm,1
Nam diễn viên khui bia và hô to thương hiệu,1
Đám đông khui bia khi xem bóng đá,1
Nhóm bạn trẻ cùng học nhóm tại quán cà phê,0
Nam người mẫu cởi áo trong quảng cáo thể hình,1
MC nói kem này thay thế phẫu thuật thẩm mỹ,1
Người đầu bếp cho gia vị vào nồi lẩu,0
Cảnh quay bàn thờ thần tài với nhang khói nghi ngút,1
Người đàn ông cụng ly với đồng nghiệp trong văn phòng,1
Nam diễn viên đập chai thủy tinh xuống bàn,1
Nhân vật chính xô ngã đồng nghiệp trong đoạn hài kịch,1
Cô gái mặc bikini tạo dáng sát mép hồ bơi,1
Người bán hét lên đây là cơ hội duy nhất trong đời không thể bỏ lỡ,1
Nam MC nói 'đàn ông không uống là không vui',1
Giọng nói quảng cáo nói uống trà này giúp giảm stress và tăng lương,1
Nam diễn viên hóa trang thành pháp sư đang niệm thần chú,1
Nhân vật chính uống rượu trắng rồi vỗ vai bạn rất mạnh,1
Quảng cáo tuyên bố sản phẩm giúp khỏi ung thư,1
Người phụ nữ tát bạn trai trong cảnh tranh cãi,1
Người mẫu nói nước này giúp giảm 10kg trong 3 ngày,1
Người đàn ông tát nhân viên để dạy bài học kỷ luật,1
Người mẫu nói viên uống này được chứng nhận quốc tế,1
Người nông dân thu hoạch lúa trên cánh đồng,0
MC nói mua lá bùa này thì tai nạn sẽ tránh xa,1
Người phụ nữ đạp cửa ra ngoài khi tức giận,1
Người đàn ông ngồi vỉa hè uống rượu trắng với bạn bè,1
Gia đình bốn người cùng nấu ăn trong căn bếp hiện đại,0
Nhân vật chính dùng nắm đấm đập xuống bàn để thể hiện quyền lực,1
Người lái xe buýt mỉm cười chào khách,0
Gia đình cùng ăn sáng và nói chuyện vui vẻ,0
Cảnh quay chậm vòng eo thon khi giới thiệu sản phẩm giảm mỡ tức thì,1
Người phụ nữ liếm môi khi cầm chai nước hoa,1
Nhân vật cầm dao chặt mạnh xuống thớt với hiệu ứng nguy hiểm để gây ấn tượng,1
Nhóm bạn trẻ uống bia tại quán bar đông người,1
Quảng cáo khẳng định thuốc chữa ung thư giai đoạn cuối,1
Cô gái khẳng định sản phẩm này được chứng nhận quốc tế dù không có giấy tờ,1
Người mẫu ngả người lên bàn ăn và nhìn gợi cảm,1
Một bà mẹ ôm con nhỏ và nói về sự an toàn của sữa bột cho bé,0
Hai người đánh nhau để giành sản phẩm khuyến mãi,1
Nhóm đồng nghiệp bắt tay chúc mừng thành công,0
Khách hàng dùng thử sản phẩm mới và gật đầu,0
MC nói sản phẩm đã được WHO phê duyệt dù không có chứng minh,1
Cô gái uống cà phê và làm việc với laptop,0
Quảng cáo mô tả cảnh chiến đấu giữa hai người,1
Quảng cáo tuyên bố sản phẩm ngăn ngừa ung thư hoàn toàn,1
Người đàn ông cầu nguyện trước tượng phật,1
Nam người mẫu cởi áo khoe cơ ngực trong phòng tập,1
Người phụ nữ mặc váy cúp ngực tạo dáng bên mô tô,1
Người đàn ông tát người khác rồi nói đó là cách dạy dỗ,1
Nhóm thanh niên cầm gậy đánh nhau ngoài bãi xe,1
Hai người xô xát giữa đường để tranh hàng khuyến mãi,1
Người đàn ông ném lon nước về phía người khác,1
MC nói đây là bí quyết sống lâu trăm tuổi,1
MC nói chiếc vòng này đã được khai quang ở chùa linh thiêng,1
Người phụ nữ kể rằng từ ngày đeo vòng phong thủy thì bán đắt như tôm tươi,1
Người dẫn chương trình gọi sản phẩm là bí mật giữ sự nóng bỏng trên giường,1
Nam người mẫu cởi áo trong studio,1
Người phụ nữ mặc váy xẻ cao đứng cạnh xe thể thao,1
Nam thanh niên rót bia vào ly giữa đám đông tiệc tùng,1
Quảng cáo tuyên bố uống nước này sẽ giúp thông minh hơn,1
Nhân viên ngân hàng tư vấn khách hàng,0
Gia đình đang ăn tối vui vẻ,0
Clip quay cảnh thầy cúng làm lễ giữa cửa hàng,1
Người đàn ông đá mạnh vào cửa hàng đang đóng,1
Người đàn ông nâng ly rượu mạnh với ánh đèn neon phía sau,1
Người phụ nữ khẽ cắn môi khi nhìn vào camera,1
Nhóm bạn trẻ cùng nhau học nhóm tại thư viện,0
MC nói sản phẩm được kiểm nghiệm bởi bác sĩ Mỹ dù không có chứng cứ,1
Người phụ nữ nói kem bôi này thay thế phẫu thuật,1
Người đàn ông cầu may mắn bằng cách khấn bùa,1
Nhóm bạn trẻ đi siêu thị chọn rau củ tươi,0
Clip quay cảnh lễ cúng thần tài trong cửa hàng mới khai trương,1
Người phụ nữ nói vòng phong thủy này được thần linh chứng nhận,1
Clip hiển thị cảnh tiệc hồ bơi với ly bia trên tay,1
Nhân viên giao hàng trao gói hàng cho khách,0
Logo thương hiệu bia hiện lên cùng câu slogan 'Hãy quẩy lên!',1
Người phụ nữ bảo viên này uống vô là đẹp liền lập tức,1
Người phụ nữ kể rằng bùa hộ mệnh giúp cô trúng thưởng,1
Cảnh đánh nhau được quay chậm để tăng kịch tính,1
Người mẫu nói uống viên này da sáng như ngọc,1
Nhóm bạn trẻ đi picnic ngoài trời và nướng thịt,0
Người phụ nữ lau bàn ăn trong nhà hàng,0
Quảng cáo mô tả cảnh nổ và đổ vỡ đồ vật,1
Cặp đôi hôn nhau trong ánh đèn hồng,1
Người đàn ông mời khán giả uống bia cùng,1
Diễn viên mặc áo thầy pháp vung bó nhang quanh khách và nói trừ tà,1
Nhân viên kỹ thuật kiểm tra thiết bị điện,0
Thầy pháp làm lễ cúng và ban phép lành,1
Nam thanh niên đấm thẳng vào mặt bạn trong cảnh gây cười,1
Người đàn ông say xỉn nhưng vẫn cười và hô tên thương hiệu,1
Người đàn ông cởi trần khoe cơ bụng trong phòng ngủ để bán nước hoa nam,1
Người phụ nữ khẽ cười khi gió thổi bay tóc và váy,1
Giọng đọc nói đây là thuốc được cấp phép bởi WHO,1
Người dẫn nói chỉ cần mua bùa là xua đuổi xui xẻo,1
Người dẫn nói thuốc này đã được thần linh chứng nhận,1
Nhóm bạn trai ôm vai nhau và cầm bia khi xem bóng đá,1
Giọng nói nói rằng kem bôi này thay thế hoàn toàn phẫu thuật thẩm mỹ,1
Người mẫu tạo dáng uốn éo trên sân khấu ánh đèn đỏ,1
Cô gái mặc áo hai dây tạo dáng trước gương,1
Người đàn ông xô ngã bạn diễn trong đoạn quảng cáo,1
Người dẫn chuyện nói bùa này mang lại phước lành,1
Người phụ nữ mặc áo xuyên thấu trong studio,1
Người bán nói bùa may mắn này giúp trúng thưởng,1
Người mẫu nữ cúi người về phía camera và mỉm cười gợi cảm,1
Người mẫu uốn người chậm rãi dưới ánh đèn club khi cầm lon đồ uống,1
Người phụ nữ cười lớn khi cầm ly bia trong quán bar,1
Người phụ nữ tát bạn diễn trong cảnh kịch quảng cáo,1
Người phụ nữ ngồi vắt chân cao trên ghế sofa và vuốt tóc,1
Streamer nâng ly bia và nói 'chúc mừng đơn hàng đầu tiên',1
Khách hàng nhận hàng và ký tên vào hóa đơn,0
Người mẫu nâng ly cocktail màu đỏ với nụ cười gợi cảm,1
Người mẫu nhấp môi vào ly cocktail đầy bọt,1
Người phụ nữ nói uống trà này giúp chữa mọi bệnh,1
Người đàn ông cầm búa đập vỡ sản phẩm đối thủ,1
Streamer uống bia trong lúc chơi game trực tiếp,1
Người phụ nữ đặt tượng thần tài lên bàn thờ và cười,1
Người bán nói sản phẩm chữa được cả bệnh tim mạch,1
Người đàn ông giơ bùa hộ mệnh và nói sẽ giúp tránh xui xẻo,1
Người cha đẩy xe hàng trong siêu thị và cười với con gái,0
Người dẫn chương trình nói sản phẩm chữa mọi bệnh ngoài da,1
Nam người mẫu hạ áo xuống để lộ ngực và mỉm cười,1
Người mẫu nói viên uống này được NASA chứng nhận,1
Quảng cáo cho thấy một bàn đầy chai rượu mạnh và tiếng cười phấn khích,1
Người phụ nữ xoay người khi mặc đồ ngủ ren trắng,1
Nhóm bạn cụng ly bia khi xem bóng đá trên màn hình lớn,1
Người phụ nữ mặc váy bó sát trong quảng cáo nước hoa,1
Quảng cáo hứa hoàn tiền gấp đôi nếu không đẹp lên trong 24 giờ,1
Nhân viên bán hàng tư vấn sản phẩm điện tử,0
Người đàn ông đập mạnh bàn phím và la hét,1
Quảng cáo chiếu cảnh người mẫu tạo dáng gợi cảm bên hồ bơi,1
Người mẹ nấu ăn cho gia đình trong căn bếp sạch sẽ,0
Đầu bếp cho gia vị vào chảo đang sôi,0
Người phụ nữ đập mạnh cửa tủ lạnh vì bực tức,1
Người dẫn chương trình nói thuốc giúp nhớ lâu hơn,1
Cảnh gieo quẻ xin lộc trong khi giới thiệu sản phẩm phong thủy,1
Nhân vật chĩa vật nhọn vào camera như đe dọa người xem,1
Người dẫn chương trình nói 'đàn ông thật sự phải biết uống',1
Người bán nói trà giảm cân hiệu quả 100%,1
Người dẫn chuyện nhấn mạnh đây là vật linh thiêng thật sự,1
Người mẫu đứng trước gương nhìn cơ thể của mình,1
Clip quảng bá thuốc tăng chiều cao trong 1 tuần,1
Cặp đôi ôm nhau trên bãi biển,1
Người phụ nữ khẽ cắn môi khi nhìn máy quay,1
Người mẫu nói viên uống giúp trắng da trong 2 ngày,1
Cảnh chiếu cận đôi môi tô son đỏ,1
Cô gái nói chỉ cần bôi một lần là nám biến mất hoàn toàn,1
Cảnh quay vị sư đọc kinh và ban phước cho sản phẩm,1
MC nói uống bia giúp gắn kết tình bạn,1
Người phụ nữ mua hoa trong chợ sáng,0
Quảng cáo quay cảnh bọt bia trào ra khỏi ly trong tiếng nhạc lớn,1
Hai người đàn ông giằng co trong cửa hàng điện máy,1
Người phụ nữ uống champagne trong phòng ngủ,1
Người đàn ông ném ghế ra khỏi khung hình,1
Nữ nhân vật quỳ lạy trước tượng Phật và xin phù hộ cho thương hiệu,1
Người đàn ông nói uống bia mỗi ngày giúp thư giãn,1
Cô gái ngồi vắt chân và vuốt tóc chậm rãi,1
Người đàn ông giật sản phẩm khỏi tay đối thủ,1
Thầy pháp ban phép lành cho người mua hàng,1
Người bán nói vòng phong thủy hút tiền tài ngay lập tức,1
Hai thanh niên cãi nhau và ném đồ trong quán,1
Hai người đàn ông xô đẩy và đánh nhau giành một sản phẩm khuyến mãi,1
Quảng cáo mô tả cảnh đua xe trái phép tốc độ cao giữa đêm,1
MC bảo đảm hoàn tiền nếu không thấy hiệu quả,1
Hai người ôm nhau trên ghế sofa trong ánh sáng mờ,1
Nam chính đấm vào tường và la hét để thể hiện sức mạnh thương hiệu,1
MC nói uống trà này giúp khỏi bệnh mãn tính,1
Nam diễn viên đấm tay vào tường thể hiện sự tức giận,1
Người phụ nữ đang tưới cây trong vườn nhà,0
Cảnh đập vỡ tivi để minh họa sự tức giận,1
Người đàn ông uống bia khi đang lái xe tải,1
MC nói viên uống giúp mọc tóc vĩnh viễn,1
Streamer vừa uống bia vừa kêu gọi khán giả đặt hàng,1
Người dẫn chương trình nói thuốc giúp tăng chiều cao dù đã trưởng thành,1
Logo thương hiệu bia hiện lên giữa đám đông tiệc tùng,1
Nam MC ném chiếc ghế nhựa ra khỏi khung hình,1
Người kỹ sư kiểm tra máy móc trong nhà máy,0
Cô gái cười khẽ trong ánh sáng mờ,1
Người mẫu nữ nằm trên giường với áo hai dây mỏng và cười nhẹ,1
Cảnh tiệc sinh nhật với bánh và hàng chục lon bia trên bàn,1
Hai thanh niên giằng co trong siêu thị,1
Nhóm bạn trẻ chụp ảnh tốt nghiệp mặc áo cử nhân,0
Người nông dân gặt lúa trên cánh đồng,0
Người đầu bếp nấu món ăn trong nhà hàng sang trọng,0
Người cha hướng dẫn con sửa xe đạp,0
Người đàn ông kể đã trúng số sau khi mua vòng đá,1
Nam diễn viên đạp cửa xông vào phòng họp,1
"Cô gái nằm nghiêng, tóc xõa xuống vai, nhìn đầy ẩn ý",1
Người đàn ông kiểm tra hóa đơn trong siêu thị,0
Đoạn clip quay cảnh tát thẳng mặt với hiệu ứng âm thanh to,1
Người mẫu nữ mặc áo bó sát giới thiệu nước hoa,1
Cảnh quay cận ly bia bọt tràn khi tiếng nhạc nổi lên,1
Người bán hàng nói sản phẩm đã được khai quang tại chùa,1
Livestream khẳng định gói khóa học này chắc chắn kiếm trăm triệu trong tuần đầu,1
Người đàn ông chạy bộ buổi sáng trong công viên,0
Cảnh chữ lớn nhấp nháy đảm bảo 100 phần trăm hiệu quả cho mọi người,1
Người đàn ông đang rửa xe trước nhà,0
Nhân viên kỹ thuật đang sửa điều hòa trong văn phòng,0
Quảng cáo tuyên bố viên uống này chữa được tiểu đường vĩnh viễn,1
Người bán nói vòng phong thủy này chắc chắn mang lại tài lộc,1
Cô gái uốn người bên cạnh xe hơi,1
Người cha dạy con trai cách gấp áo quần,0
Người mẫu cười khẽ khi gió thổi tung tóc và váy,1
MC nói 'không bia không vui' trong chương trình trực tiếp,1
Người phụ nữ nâng ly cocktail đầy cồn và nói chạm mốc đỉnh cao,1
Người cha giúp con làm bài tập toán trên bàn ăn,0
Người bán hàng đứng demo máy hút bụi cho khách,0
Cô gái mặc bikini ngồi bên bể bơi và cười gợi cảm,1
Nam chính rót bia lên ly và hô to thương hiệu,1
Người đàn ông nói uống bia này sẽ gắn kết tình bạn,1
Người đàn ông đập bàn phím máy tính rồi hét lớn,1
Hai người tranh nhau chiếc hộp quà rồi xô đẩy tới ngã,1
Người đàn ông cầm dao dọa đối thủ trong đoạn phim,1
Cảnh quay người đấm vào tường khi thất vọng,1
Cô gái kéo dây áo khỏi vai rồi cười khẽ,1
Người phụ nữ khoe đường cong cơ thể trong bộ đồ bó sát,1
Bạn bè nâng chai bia khi xem bóng đá trong quán,1
Người đàn ông mặc áo thầy pháp vẽ bùa trên giấy vàng,1
Nhân vật chính dùng gậy đập vỡ tường,1
Cô gái đang đọc sách trong thư viện,0
Video chiếu cảnh gõ trống và tụng kinh trong tiệm,1
Cô gái mặc váy bó sát chụp ảnh trong studio,1
Cặp đôi cụng ly champagne và nháy mắt với máy quay,1
Người phụ nữ nói uống trà này giúp trẻ hơn 10 tuổi,1
Cô gái nằm trên giường với chăn mỏng che nửa người,1
Người nói tin rằng chỉ cần cầu khấn là sản phẩm phát huy phép màu,1
Người dẫn nói vật phẩm này mang năng lượng tâm linh,1
Nhóm bạn trẻ hô to thương hiệu bia trong buổi tiệc ngoài trời,1
"Hai đấu sĩ nắm cổ áo nhau và gào thét, quay chậm để nhấn drama",1
Người mẫu mặc đồ xuyên thấu bước đi chậm rãi,1
Livestream cho thấy thầy pháp chạm bùa lên trán khách để nhận phước,1
Người phụ nữ ném chai nước về phía camera,1
Người đàn ông cầm chai bia khi đang xem bóng đá,1
Cảnh rượt đuổi nhau qua hành lang khách sạn,1
Người đàn ông hét to và đập tay vào tường,1
MC nói nước này tăng cường trí nhớ và thu nhập,1
Cô gái mặc bikini đỏ đi dọc bờ biển,1
Người đàn ông livestream uống bia trong buổi bán hàng,1
Người đàn ông mặc trang phục tu sĩ hứa hẹn bình an tâm linh khi mua vòng tay,1
Khách hàng mở hộp quà sinh nhật và cười tươi,0
Quảng cáo bia với cảnh bọt tràn và ánh sáng sôi động,1
Clip hiển thị cảnh lễ cúng với nhạc nền chùa,1
Người mẫu nam uống rượu mạnh rồi hét lớn,1
Người phụ nữ cầm bùa đỏ và nói giúp phát tài,1
"Người mẫu nằm trên giường với ánh đèn mờ, môi đỏ và áo ngủ hở vai",1
Người đàn ông ép đối phương vào tường và gằn giọng,1
Người phụ nữ lau bàn ăn và bật nụ cười,0
Nam chính dùng dao chém xuống bàn,1
Nhóm bạn trẻ nhảy xuống hồ bơi với lon bia trên tay,1
Người phụ nữ khẽ nhắm mắt và vuốt tóc,1
Người phụ nữ cầm ly rượu vang đỏ và cười vào camera,1
Người mẫu cụng ly rượu vang trong ánh đèn mờ,1
Người đàn ông kể nhờ mua bùa mà hết bệnh,1
MC bảo uống sản phẩm này giúp may mắn cả năm,1
Người đàn ông đấm vào gương để thể hiện sự mạnh mẽ,1
Người bán hàng đưa túi quà cho khách hàng lớn tuổi,0
Người dẫn chương trình nói thuốc này chữa khỏi ung thư,1
Người đàn ông gõ chuông và khấn cho khách,1
Nhân vật đá tung thùng hàng khi không hài lòng,1
MC nói viên uống này giúp bạn hạnh phúc mãi mãi,1
Người đàn ông cầm dao chặt dưa hấu mạnh bạo trên sân khấu,1
Nhóm nhân viên làm việc chung trong văn phòng,0
Người dẫn nói chỉ cần treo lá bùa này là trúng số,1
Người đàn ông đổ bia lên đầu trong tiếng reo hò,1
Người phụ nữ dạy con học bài trong phòng khách,0
Nhóm bạn nam chơi bida trong quán rượu và cụng ly vui vẻ,1
Người phụ nữ mua rau củ trong siêu thị,0
Streamer vừa uống bia vừa trò chuyện với khán giả,1
Người đàn ông đánh vào bàn khi nghe tin xấu trong quảng cáo,1
"Người phụ nữ quỳ trước bàn thờ, tay cầm sản phẩm và cầu bình an",1
Người mẫu nói uống trà này giúp thông minh hơn,1
Cô gái mặc áo tắm hai mảnh bước chậm ra bãi biển,1
Người bán nói sản phẩm đã được thầy pháp khai quang,1
Cặp đôi hôn nhau trong ánh đèn màu tím,1
Người phụ nữ cầm chai bia và nói cuộc sống là để thưởng thức,1
Người đàn ông say xỉn cười lớn khi được hỏi về sản phẩm,1
Cô gái đi catwalk trong bộ đồ mỏng manh,1
Thầy cúng dùng bát nước vẩy lên sản phẩm và đọc thần chú,1
Trẻ em chơi đùa trong sân với bóng bay đầy màu sắc,0
Người đàn ông ném ghế xuống sàn khi nổi giận,1
Cảnh quay người phụ nữ nằm trên giường với váy ngắn,1
Người phụ nữ kể đã may mắn sau khi thỉnh vòng đá đỏ,1
Người phụ nữ kéo dây váy khi nhìn vào máy quay,1
Người phụ nữ cụng ly rượu vang đỏ trong buổi livestream,1
Người đàn ông ném ghế và hét lớn,1
Cặp đôi ôm nhau dưới ánh đèn mờ ảo,1
Người phụ nữ ném chai nước vào bạn diễn,1
Quảng cáo nói mua bùa hộ mệnh này sẽ chắc chắn phát tài,1
Người lái taxi mở cửa cho hành khách,0
Quảng cáo bia mô tả cảnh tiệc hồ bơi ban đêm,1
