__genus_xylomelum_1	_member_holonym	__family_proteaceae_1	1
__celestial_sphere_1	_member_holonym	__family_proteaceae_1	0
__genus_xylomelum_1	_member_holonym	__apply_4	0
__genus_xylomelum_1	_member_meronym	__native_pear_1	1
__largess_1	_member_meronym	__native_pear_1	0
__genus_xylomelum_1	_member_meronym	__sprinkler_system_1	0
__house_of_god_1	_type_of	__building_1	1
__arisaema_dracontium_1	_type_of	__building_1	0
__house_of_god_1	_type_of	__nucleic_acid_1	0
__house_of_god_1	_has_instance	__chapel_1	1
__borodino_1	_has_instance	__chapel_1	0
__house_of_god_1	_has_instance	__difference_limen_1	0
__house_of_god_1	_has_instance	__masjid_1	1
__spring_6	_has_instance	__masjid_1	0
__house_of_god_1	_has_instance	__baseball_bat_1	0
__house_of_god_1	_has_instance	__mosque_1	1
__helot_1	_has_instance	__mosque_1	0
__house_of_god_1	_has_instance	__bushytail_woodrat_1	0
__house_of_god_1	_has_instance	__shrine_2	1
__annelid_1	_has_instance	__shrine_2	0
__house_of_god_1	_has_instance	__armament_1	0
__house_of_god_1	_has_instance	__synagogue_1	1
__european_catfish_1	_has_instance	__synagogue_1	0
__house_of_god_1	_has_instance	__mount_shasta_1	0
__american_arborvitae_1	_type_of	__arborvitae_1	1
__iron_4	_type_of	__arborvitae_1	0
__american_arborvitae_1	_type_of	__borassus_flabellifer_1	0
__american_arborvitae_1	_member_holonym	__genus_thuja_1	1
__alopex_1	_member_holonym	__genus_thuja_1	0
__american_arborvitae_1	_member_holonym	__land_reform_1	0
__house_of_representatives_1	_type_of	__house_4	1
__volume_1	_type_of	__house_4	0
__house_of_representatives_1	_type_of	__cyprinodont_1	0
__house_of_representatives_1	_member_holonym	__congress_1	1
__upheaval_3	_member_holonym	__congress_1	0
__house_of_representatives_1	_member_holonym	__film_maker_1	0
__freelance_1	_similar_to	__paid_1	1
__bolshy_2	_similar_to	__paid_1	0
__freelance_1	_similar_to	__massasauga_2	0
__attalea_funifera_1	_type_of	__feather_palm_1	1
__life_5	_type_of	__feather_palm_1	0
__attalea_funifera_1	_type_of	__andres_martinez_1	0
__attalea_funifera_1	_member_holonym	__attalea_1	1
__milwaukee_1	_member_holonym	__attalea_1	0
__attalea_funifera_1	_member_holonym	__running_head_1	0
__attalea_funifera_1	_has_part	__coquilla_nut_1	1
__beggar_1	_has_part	__coquilla_nut_1	0
__attalea_funifera_1	_has_part	__client_2	0
__roof_3	_part_of	__auto_1	1
__leptotyphlops_humilis_1	_part_of	__auto_1	0
__roof_3	_part_of	__propanoic_acid_1	0
__roof_3	_part_of	__autobus_1	1
__guarantee_1	_part_of	__autobus_1	0
__roof_3	_part_of	__water_milfoil_1	0
__roof_3	_part_of	__motortruck_1	1
__difficultness_1	_part_of	__motortruck_1	0
__roof_3	_part_of	__examine_3	0
__roof_3	_has_instance	__hood_4	1
__salamander_1	_has_instance	__hood_4	0
__roof_3	_has_instance	__emberiza_citrinella_1	0
__sombrero_1	_subordinate_instance_of	__island_1	1
__crosshead_1	_subordinate_instance_of	__island_1	0
__sombrero_1	_subordinate_instance_of	__expedition_1	0
__sombrero_1	_part_of	__federation_of_saint_kitts_and_nevis_1	1
__carina_2	_part_of	__federation_of_saint_kitts_and_nevis_1	0
__sombrero_1	_part_of	__cable_3	0
__irrigation_2	_has_instance	__clyster_1	1
__genus_brodiaea_1	_has_instance	__clyster_1	0
__irrigation_2	_has_instance	__runner_8	0
__house_3	_type_of	__abode_1	1
__carolina_parakeet_1	_type_of	__abode_1	0
__house_3	_type_of	__rubric_6	0
__house_3	_has_instance	__cabin_2	1
__cutting_implement_1	_has_instance	__cabin_2	0
__house_3	_has_instance	__kerchief_1	0
__house_3	_has_instance	__chapterhouse_1	1
__world_war_1	_has_instance	__chapterhouse_1	0
__house_3	_has_instance	__eriocaulaceae_1	0
__house_3	_has_instance	__duplex_1	1
__metacarpal_1	_has_instance	__duplex_1	0
__house_3	_has_instance	__bohemian_1	0
__house_3	_has_instance	__lodging_house_1	1
__malacca_1	_has_instance	__lodging_house_1	0
__house_3	_has_instance	__bulb_3	0
__house_3	_has_part	__attic_1	1
__omsk_1	_has_part	__attic_1	0
__house_3	_has_part	__groom_3	0
__house_3	_has_instance	__maisonette_2	1
__driver_2	_has_instance	__maisonette_2	0
__house_3	_has_instance	__genus_leptoglossus_1	0
__house_3	_has_instance	__hall_10	1
__family_sapindaceae_1	_has_instance	__hall_10	0
__house_3	_has_instance	__doctor_s_degree_1	0
__house_3	_has_part	__porch_1	1
__health_care_1	_has_part	__porch_1	0
__house_3	_has_part	__dimple_2	0
__house_3	_has_instance	__residence_2	1
__phagocyte_1	_has_instance	__residence_2	0
__house_3	_has_instance	__crackle_2	0
__house_3	_has_instance	__row_house_1	1
__birth_control_device_1	_has_instance	__row_house_1	0
__house_3	_has_instance	__trumpet_2	0
__house_3	_has_instance	__safe_house_1	1
__agueweed_1	_has_instance	__safe_house_1	0
__house_3	_has_instance	__kind_heartedness_1	0
__house_3	_has_instance	__stash_house_1	1
__broad_buckler_fern_1	_has_instance	__stash_house_1	0
__house_3	_has_instance	__ginger_2	0
__house_3	_has_instance	__villa_2	1
__prescriptivism_1	_has_instance	__villa_2	0
__house_3	_has_instance	__inaugural_1	0
__innovate_1	_type_of	__initiate_2	1
__flowers_of_zinc_1	_type_of	__initiate_2	0
__innovate_1	_type_of	__cestrum_diurnum_1	0
__innovate_1	_has_instance	__debut_1	1
__opinion_3	_has_instance	__debut_1	0
__innovate_1	_has_instance	__higher_cognitive_process_1	0
__corticospinal_tract_1	_part_of	__central_nervous_system_1	1
__mathematician_1	_part_of	__central_nervous_system_1	0
__corticospinal_tract_1	_part_of	__supernatural_virtue_1	0
__corticospinal_tract_1	_has_part	__basal_ganglion_1	1
__spider_1	_has_part	__basal_ganglion_1	0
__corticospinal_tract_1	_has_part	__dithyramb_1	0
__ski_run_1	_type_of	__trail_6	1
__chancery_1	_type_of	__trail_6	0
__ski_run_1	_type_of	__family_pinaceae_1	0
__ski_run_1	_has_instance	__piste_1	1
__genus_polygala_1	_has_instance	__piste_1	0
__ski_run_1	_has_instance	__andalucia_1	0
__back_pack_1	_type_of	__bag_1	1
__california_dandelion_1	_type_of	__bag_1	0
__back_pack_1	_type_of	__tortoise_1	0
__batoko_palm_1	_type_of	__bush_1	1
__affair_3	_type_of	__bush_1	0
__batoko_palm_1	_type_of	__genus_urosaurus_1	0
__batoko_palm_1	_member_holonym	__flacourtia_1	1
__oil_pump_1	_member_holonym	__flacourtia_1	0
__batoko_palm_1	_member_holonym	__rent_rebate_1	0
__family_graminaceae_1	_type_of	__liliopsid_family_1	1
__proprioception_1	_type_of	__liliopsid_family_1	0
__family_graminaceae_1	_type_of	__riddle_1	0
__family_graminaceae_1	_member_meronym	__aegilops_1	1
__family_rhyniaceae_1	_member_meronym	__aegilops_1	0
__family_graminaceae_1	_member_meronym	__genus_linanthus_1	0
__family_graminaceae_1	_member_meronym	__agropyron_1	1
__comedienne_2	_member_meronym	__agropyron_1	0
__family_graminaceae_1	_member_meronym	__genus_phlebodium_1	0
__family_graminaceae_1	_member_meronym	__agrostis_1	1
__sandarac_2	_member_meronym	__agrostis_1	0
__family_graminaceae_1	_member_meronym	__line_of_control_1	0
__family_graminaceae_1	_member_meronym	__andropogon_1	1
__changelessness_1	_member_meronym	__andropogon_1	0
__family_graminaceae_1	_member_meronym	__fratricide_1	0
__family_graminaceae_1	_member_meronym	__bouteloua_1	1
__schlimazel_1	_member_meronym	__bouteloua_1	0
__family_graminaceae_1	_member_meronym	__continue_7	0
__family_graminaceae_1	_member_meronym	__buchloe_1	1
__fear_2	_member_meronym	__buchloe_1	0
__family_graminaceae_1	_member_meronym	__hazel_1	0
__family_graminaceae_1	_member_meronym	__cenchrus_1	1
__spirited_1	_member_meronym	__cenchrus_1	0
__family_graminaceae_1	_member_meronym	__tract_2	0
__family_graminaceae_1	_member_meronym	__chloris_1	1
__dictionary_entry_1	_member_meronym	__chloris_1	0
__family_graminaceae_1	_member_meronym	__crazy_bone_1	0
__family_graminaceae_1	_member_meronym	__dactylis_1	1
__cairene_1	_member_meronym	__dactylis_1	0
__family_graminaceae_1	_member_meronym	__centerboard_1	0
__family_graminaceae_1	_member_meronym	__dactyloctenium_1	1
__training_college_1	_member_meronym	__dactyloctenium_1	0
__family_graminaceae_1	_member_meronym	__april_14_1	0
__family_graminaceae_1	_member_meronym	__eleusine_1	1
__cockspur_1	_member_meronym	__eleusine_1	0
__family_graminaceae_1	_member_meronym	__inwardness_4	0
__family_graminaceae_1	_member_meronym	__eragrostis_1	1
__bulgarian_capital_1	_member_meronym	__eragrostis_1	0
__family_graminaceae_1	_member_meronym	__ally_2	0
__family_graminaceae_1	_member_meronym	__genus_holcus_1	1
__genus_monotropa_1	_member_meronym	__genus_holcus_1	0
__family_graminaceae_1	_member_meronym	__limeira_1	0
__family_graminaceae_1	_member_meronym	__genus_leymus_1	1
__default_4	_member_meronym	__genus_leymus_1	0
__family_graminaceae_1	_member_meronym	__hemline_1	0
__family_graminaceae_1	_member_meronym	__genus_lolium_1	1
__boer_war_1	_member_meronym	__genus_lolium_1	0
__family_graminaceae_1	_member_meronym	__swing_15	0
__family_graminaceae_1	_member_meronym	__genus_muhlenbergia_1	1
__global_organization_1	_member_meronym	__genus_muhlenbergia_1	0
__family_graminaceae_1	_member_meronym	__constitute_3	0
__family_graminaceae_1	_member_meronym	__genus_oryza_1	1
__patriarchate_1	_member_meronym	__genus_oryza_1	0
__family_graminaceae_1	_member_meronym	__tack_8	0
__family_graminaceae_1	_member_meronym	__genus_paspalum_1	1
__lietuva_1	_member_meronym	__genus_paspalum_1	0
__family_graminaceae_1	_member_meronym	__granada_1	0
__family_graminaceae_1	_member_meronym	__genus_phalaris_1	1
__blasphemy_1	_member_meronym	__genus_phalaris_1	0
__family_graminaceae_1	_member_meronym	__cacicus_1	0
__family_graminaceae_1	_member_meronym	__genus_phleum_1	1
__brunhild_1	_member_meronym	__genus_phleum_1	0
__family_graminaceae_1	_member_meronym	__genus_petaurista_1	0
__family_graminaceae_1	_member_meronym	__genus_phragmites_1	1
__serial_1	_member_meronym	__genus_phragmites_1	0
__family_graminaceae_1	_member_meronym	__hesitate_1	0
__family_graminaceae_1	_member_meronym	__genus_poa_1	1
__false_alumroot_1	_member_meronym	__genus_poa_1	0
__family_graminaceae_1	_member_meronym	__ranker_1	0
__family_graminaceae_1	_member_meronym	__genus_saccharum_1	1
__golden_age_3	_member_meronym	__genus_saccharum_1	0
__family_graminaceae_1	_member_meronym	__cigarfish_1	0
__family_graminaceae_1	_member_meronym	__genus_schizachyrium_1	1
__hermit_thrush_1	_member_meronym	__genus_schizachyrium_1	0
__family_graminaceae_1	_member_meronym	__pasch_1	0
__family_graminaceae_1	_member_meronym	__genus_secale_1	1
__crosscut_1	_member_meronym	__genus_secale_1	0
__family_graminaceae_1	_member_meronym	__basinet_1	0
__family_graminaceae_1	_member_meronym	__genus_setaria_1	1
__chordophone_1	_member_meronym	__genus_setaria_1	0
__family_graminaceae_1	_member_meronym	__echeneis_1	0
__family_graminaceae_1	_member_meronym	__genus_spartina_1	1
__atomic_number_63_1	_member_meronym	__genus_spartina_1	0
__family_graminaceae_1	_member_meronym	__annamese_1	0
__family_graminaceae_1	_member_meronym	__genus_stenotaphrum_1	1
__delay_6	_member_meronym	__genus_stenotaphrum_1	0
__family_graminaceae_1	_member_meronym	__stuff_14	0
__family_graminaceae_1	_member_meronym	__genus_triticum_1	1
__sloth_1	_member_meronym	__genus_triticum_1	0
__family_graminaceae_1	_member_meronym	__human_head_1	0
__family_graminaceae_1	_member_meronym	__genus_zizania_1	1
__caul_2	_member_meronym	__genus_zizania_1	0
__family_graminaceae_1	_member_meronym	__color_8	0
__osage_2	_subordinate_instance_of	__river_1	1
__natural_fiber_1	_subordinate_instance_of	__river_1	0
__osage_2	_subordinate_instance_of	__boysenberry_1	0
__osage_2	_part_of	__missouri_1	1
__shoulder_board_1	_part_of	__missouri_1	0
__osage_2	_part_of	__cairene_1	0
__bobolink_1	_type_of	__american_oriole_1	1
__agamid_1	_type_of	__american_oriole_1	0
__bobolink_1	_type_of	__turbot_1	0
__bobolink_1	_member_holonym	__dolichonyx_1	1
__rosh_chodesh_1	_member_holonym	__dolichonyx_1	0
__bobolink_1	_member_holonym	__capsicum_annuum_cerasiforme_1	0
__genus_rosellinia_1	_type_of	__fungus_genus_1	1
__xxx_2	_type_of	__fungus_genus_1	0
__genus_rosellinia_1	_type_of	__genus_rosa_1	0
__genus_rosellinia_1	_member_holonym	__family_xylariaceae_1	1
__stag_s_horn_coral_1	_member_holonym	__family_xylariaceae_1	0
__genus_rosellinia_1	_member_holonym	__field_general_1	0
__balaenoptera_borealis_1	_type_of	__razorback_1	1
__nimrod_1	_type_of	__razorback_1	0
__balaenoptera_borealis_1	_type_of	__affidavit_1	0
__balaenoptera_borealis_1	_member_holonym	__balaenoptera_1	1
__dasypus_1	_member_holonym	__balaenoptera_1	0
__balaenoptera_borealis_1	_member_holonym	__dispossession_1	0
__aplectrum_1	_type_of	__liliopsid_genus_1	1
__assessment_4	_type_of	__liliopsid_genus_1	0
__aplectrum_1	_type_of	__cessation_1	0
__aplectrum_1	_member_meronym	__adam_and_eve_1	1
__oil_filter_1	_member_meronym	__adam_and_eve_1	0
__aplectrum_1	_member_meronym	__genus_nyssa_1	0
__arouse_2	_type_of	__create_1	1
__bet_4	_type_of	__create_1	0
__arouse_2	_type_of	__bean_1	0
__arouse_2	_has_instance	__bless_1	1
__harrier_2	_has_instance	__bless_1	0
__arouse_2	_has_instance	__genus_lycopodium_1	0
__cilioflagellata_1	_member_holonym	__class_flagellata_1	1
__aim_5	_member_holonym	__class_flagellata_1	0
__cilioflagellata_1	_member_holonym	__regulatory_offence_1	0
__cilioflagellata_1	_member_meronym	__dinoflagellate_1	1
__distributor_3	_member_meronym	__dinoflagellate_1	0
__cilioflagellata_1	_member_meronym	__antineoplastic_1	0
__curve_1	_type_of	__turn_1	1
__coal_mine_1	_type_of	__turn_1	0
__curve_1	_type_of	__merovingian_1	0
__curve_1	_has_instance	__peel_off_2	1
__acquittance_1	_has_instance	__peel_off_2	0
__curve_1	_has_instance	__national_technical_information_service_1	0
__genus_lagothrix_1	_type_of	__mammal_genus_1	1
__garland_3	_type_of	__mammal_genus_1	0
__genus_lagothrix_1	_type_of	__freeing_1	0
__genus_lagothrix_1	_member_holonym	__cebidae_1	1
__euphorbia_esula_1	_member_holonym	__cebidae_1	0
__genus_lagothrix_1	_member_holonym	__automaton_2	0
__genus_lagothrix_1	_member_meronym	__woolly_monkey_1	1
__confirmation_2	_member_meronym	__woolly_monkey_1	0
__genus_lagothrix_1	_member_meronym	__harmfulness_1	0
__all_saints__day_1	_type_of	__holy_day_of_obligation_1	1
__regulation_time_1	_type_of	__holy_day_of_obligation_1	0
__all_saints__day_1	_type_of	__speech_act_1	0
__all_saints__day_1	_part_of	__nov_1	1
__sailboat_1	_part_of	__nov_1	0
__all_saints__day_1	_part_of	__antagonism_3	0
__phobia_1	_type_of	__anxiety_disorder_1	1
__spirillum_1	_type_of	__anxiety_disorder_1	0
__phobia_1	_type_of	__family_gavialidae_1	0
__phobia_1	_has_instance	__simple_phobia_1	1
__black_rhinoceros_1	_has_instance	__simple_phobia_1	0
__phobia_1	_has_instance	__fornix_2	0
__gauge_3	_type_of	__blend_3	1
__intertwine_2	_type_of	__blend_3	0
__gauge_3	_type_of	__american_olive_1	0
__al_hasan_ibn_al_haytham_1	_subordinate_instance_of	__mathematician_1	1
__bacteria_genus_1	_subordinate_instance_of	__mathematician_1	0
__al_hasan_ibn_al_haytham_1	_subordinate_instance_of	__barking_deer_1	0
__al_hasan_ibn_al_haytham_1	_subordinate_instance_of	__astronomer_1	1
__impress_4	_subordinate_instance_of	__astronomer_1	0
__al_hasan_ibn_al_haytham_1	_subordinate_instance_of	__carbolic_acid_1	0
__horseflesh_1	_type_of	__meat_1	1
__fissipedia_1	_type_of	__meat_1	0
__horseflesh_1	_type_of	__coke_1	0
__horseflesh_1	_part_of	__equus_caballus_1	1
__notice_8	_part_of	__equus_caballus_1	0
__horseflesh_1	_part_of	__climax_4	0
__genus_salmo_1	_member_holonym	__family_salmonidae_1	1
__passer_3	_member_holonym	__family_salmonidae_1	0
__genus_salmo_1	_member_holonym	__conk_3	0
__genus_salmo_1	_member_meronym	__atlantic_salmon_1	1
__damson_1	_member_meronym	__atlantic_salmon_1	0
__genus_salmo_1	_member_meronym	__genus_trachurus_1	0
__genus_salmo_1	_member_meronym	__rainbow_trout_1	1
__fence_3	_member_meronym	__rainbow_trout_1	0
__genus_salmo_1	_member_meronym	__center_13	0
__grogginess_1	_type_of	__drunkenness_1	1
__corporality_1	_type_of	__drunkenness_1	0
__grogginess_1	_type_of	__crab_apple_2	0
__blinker_2	_type_of	__visual_signal_1	1
__call_for_4	_type_of	__visual_signal_1	0
__blinker_2	_type_of	__saone_1	0
__blinker_2	_part_of	__electrical_system_2	1
__issue_7	_part_of	__electrical_system_2	0
__blinker_2	_part_of	__carpodacus_purpureus_1	0
__capital_of_mozambique_1	_subordinate_instance_of	__national_capital_1	1
__aglaonema_modestum_1	_subordinate_instance_of	__national_capital_1	0
__capital_of_mozambique_1	_subordinate_instance_of	__genus_triceratops_1	0
__capital_of_mozambique_1	_part_of	__mocambique_1	1
__ab_2	_part_of	__mocambique_1	0
__capital_of_mozambique_1	_part_of	__goa_bean_2	0
__akee_1	_member_holonym	__blighia_1	1
__capitol_hill_1	_member_holonym	__blighia_1	0
__akee_1	_member_holonym	__fistula_1	0
__akee_1	_has_part	__ackee_1	1
__pagad_1	_has_part	__ackee_1	0
__akee_1	_has_part	__fork_3	0
__adumbrate_1	_type_of	__depict_1	1
__lipo_lutin_1	_type_of	__depict_1	0
__adumbrate_1	_type_of	__genus_spirillum_1	0
__adumbrate_1	_has_instance	__block_out_2	1
__instruct_1	_has_instance	__block_out_2	0
__adumbrate_1	_has_instance	__proper_fraction_1	0
__beacon_2	_type_of	__tower_2	1
__raccoon_2	_type_of	__tower_2	0
__beacon_2	_type_of	__builder_2	0
__beacon_2	_has_instance	__tower_of_pharos_1	1
__capital_of_oklahoma_1	_has_instance	__tower_of_pharos_1	0
__beacon_2	_has_instance	__divination_3	0
__alteration_1	_has_instance	__acceleration_1	1
__berkeley_1	_has_instance	__acceleration_1	0
__alteration_1	_has_instance	__catch_5	0
__alteration_1	_has_instance	__break_33	1
__mid_july_1	_has_instance	__break_33	0
__alteration_1	_has_instance	__festival_2	0
__alteration_1	_has_instance	__sublimation_2	1
__english_walnut_2	_has_instance	__sublimation_2	0
__alteration_1	_has_instance	__golden_algae_1	0
__alteration_1	_has_instance	__surprise_5	1
__family_malvaceae_1	_has_instance	__surprise_5	0
__alteration_1	_has_instance	__fireroom_1	0
__alteration_1	_has_instance	__birth_3	1
__black_raspberry_1	_has_instance	__birth_3	0
__alteration_1	_has_instance	__chickweed_1	0
__alteration_1	_has_instance	__breakup_2	1
__eutherian_1	_has_instance	__breakup_2	0
__alteration_1	_has_instance	__antifouling_1	0
__alteration_1	_has_instance	__death_1	1
__genus_salpa_1	_has_instance	__death_1	0
__alteration_1	_has_instance	__crudites_1	0
__alteration_1	_has_instance	__decrease_3	1
__mathematical_space_1	_has_instance	__decrease_3	0
__alteration_1	_has_instance	__dark_red_1	0
__alteration_1	_has_instance	__destabilization_1	1
__little_office_1	_has_instance	__destabilization_1	0
__alteration_1	_has_instance	__palpation_1	0
__alteration_1	_has_instance	__increase_4	1
__battle_of_rossbach_1	_has_instance	__increase_4	0
__alteration_1	_has_instance	__push_bike_1	0
__alteration_1	_has_instance	__deformation_2	1
__genus_nelumbo_1	_has_instance	__deformation_2	0
__alteration_1	_has_instance	__calla_2	0
__alteration_1	_has_instance	__transition_5	1
__autosomal_dominant_disease_1	_has_instance	__transition_5	0
__alteration_1	_has_instance	__snakefly_1	0
__alteration_1	_has_instance	__shift_14	1
__illogic_1	_has_instance	__shift_14	0
__alteration_1	_has_instance	__outsize_1	0
__alteration_1	_has_instance	__damage_2	1
__family_mastotermitidae_1	_has_instance	__damage_2	0
__alteration_1	_has_instance	__electrolytic_cell_1	0
__alteration_1	_has_instance	__revolution_1	1
__gustav_mahler_1	_has_instance	__revolution_1	0
__alteration_1	_has_instance	__meuse_1	0
__alteration_1	_has_instance	__chromosomal_mutation_1	1
__broadcast_4	_has_instance	__chromosomal_mutation_1	0
__alteration_1	_has_instance	__key_13	0
__alteration_1	_has_instance	__loss_of_consciousness_1	1
__hardening_1	_has_instance	__loss_of_consciousness_1	0
__alteration_1	_has_instance	__common_bean_1	0
__naucrates_ductor_1	_type_of	__carangid_1	1
__musculus_articularis_genus_1	_type_of	__carangid_1	0
__naucrates_ductor_1	_type_of	__defend_1	0
__naucrates_ductor_1	_member_holonym	__genus_naucrates_1	1
__m_theory_1	_member_holonym	__genus_naucrates_1	0
__naucrates_ductor_1	_member_holonym	__stenosed_1	0
__family_strombidae_1	_type_of	__mollusk_family_1	1
__stillborn_infant_1	_type_of	__mollusk_family_1	0
__family_strombidae_1	_type_of	__reel_7	0
__family_strombidae_1	_member_holonym	__class_gasteropoda_1	1
__force_unit_1	_member_holonym	__class_gasteropoda_1	0
__family_strombidae_1	_member_holonym	__pick_12	0
__family_strombidae_1	_member_meronym	__genus_lambis_1	1
__collins_1	_member_meronym	__genus_lambis_1	0
__family_strombidae_1	_member_meronym	__effect_5	0
__family_strombidae_1	_member_meronym	__genus_strombus_1	1
__nowadays_1	_member_meronym	__genus_strombus_1	0
__family_strombidae_1	_member_meronym	__alcyonaria_1	0
__dulcet_1	_similar_to	__melodic_1	1
__genus_gomphotherium_1	_similar_to	__melodic_1	0
__dulcet_1	_similar_to	__genus_pholas_1	0
__arctic_skua_1	_type_of	__jaeger_1	1
__keeper_1	_type_of	__jaeger_1	0
__arctic_skua_1	_type_of	__omelet_1	0
__arctic_skua_1	_member_holonym	__genus_stercorarius_1	1
__nurse_6	_member_holonym	__genus_stercorarius_1	0
__arctic_skua_1	_member_holonym	__capital_of_south_africa_1	0
__genus_melampodium_1	_type_of	__asterid_dicot_genus_1	1
__agrostis_1	_type_of	__asterid_dicot_genus_1	0
__genus_melampodium_1	_type_of	__rim_4	0
__genus_melampodium_1	_member_holonym	__aster_family_1	1
__tack_11	_member_holonym	__aster_family_1	0
__genus_melampodium_1	_member_holonym	__boardroom_1	0
__genus_melampodium_1	_member_meronym	__blackfoot_daisy_1	1
__triangle_1	_member_meronym	__blackfoot_daisy_1	0
__genus_melampodium_1	_member_meronym	__marine_turtle_1	0
__scire_facias_1	_type_of	__judicial_writ_1	1
__nasal_cavity_1	_type_of	__judicial_writ_1	0
__scire_facias_1	_type_of	__apidae_1	0
__scire_facias_1	_synset_domain_topic	__jurisprudence_2	1
__algerian_1	_synset_domain_topic	__jurisprudence_2	0
__scire_facias_1	_synset_domain_topic	__guidepost_2	0
__batholite_1	_has_instance	__granite_1	1
__bun_1	_has_instance	__granite_1	0
__batholite_1	_has_instance	__baccharis_pilularis_1	0
__cineraria_1	_type_of	__flower_2	1
__seat_8	_type_of	__flower_2	0
__cineraria_1	_type_of	__header_6	0
__cineraria_1	_member_holonym	__genus_pericallis_1	1
__genus_notemigonus_1	_member_holonym	__genus_pericallis_1	0
__cineraria_1	_member_holonym	__gate_1	0
__bleeding_1	_has_instance	__haemorrhagic_stroke_1	1
__degauss_1	_has_instance	__haemorrhagic_stroke_1	0
__bleeding_1	_has_instance	__fruitcake_2	0
__bleeding_1	_has_instance	__cerebral_hemorrhage_1	1
__audition_2	_has_instance	__cerebral_hemorrhage_1	0
__bleeding_1	_has_instance	__tobacco_2	0
__bleeding_1	_has_instance	__blood_extravasation_1	1
__cut_8	_has_instance	__blood_extravasation_1	0
__bleeding_1	_has_instance	__swordfish_1	0
__tincture_3	_type_of	__color_9	1
__gad_3	_type_of	__color_9	0
__tincture_3	_type_of	__alpine_azalea_1	0
__tincture_3	_has_instance	__argent_1	1
__ceriman_1	_has_instance	__argent_1	0
__tincture_3	_has_instance	__flowering_stone_1	0
__bassia_scoparia_1	_type_of	__bush_1	1
__milium_1	_type_of	__bush_1	0
__bassia_scoparia_1	_type_of	__genus_chrysanthemum_1	0
__bassia_scoparia_1	_member_holonym	__bassia_1	1
__biscutella_1	_member_holonym	__bassia_1	0
__bassia_scoparia_1	_member_holonym	__atherinopsis_californiensis_1	0
